Join_Count,TARGET_FID,OBJECTID,Project,BLM_AdminS,District,FieldOffic,Evaluation,PointID,StreamName,COMID,AU,georef_notes,georef_ID305b_cycle,StreamOrde,FieldEvalD,SampledMid,SampledM_1,BottomReac,BottomRe_1,TopReachLa,TopReachLo,ProtocolRe,ProtocolTy,ProtocolVe,FieldStatu,PointSelec,OriginalDe,OriginalSt,EcoregionS,PctOverhea,PctBankOve,VegComplex,VegCompl_1,VegCompl_2,PctNoxious,PctNativeW,PctNoxio_1,PctSedgeRu,PctEquiset,InvasiveIn,ObservedIn,ExpectedIn,OE_Macroin,MMI_Macroi,OE_MMI_Mod,OE_MMI_M_1,Macroinver,TotalNitro,TotalPhosp,SpecificCo,pH,InstantTem,AugTempAvg,TurbidityA,PoolCount,PctPools,PoolFreq,ResPoolDep,LgWoodInCh,LgWoodIn_1,LgWoodIn_2,LgWoodAbov,LgWoodAb_1,LgWoodAb_2,PctFinesLe,PctFines_1,D16,D84,D50,GeometricM,PctPoolTai,PctPoolT_1,PctBankCov,PctBankSta,PctBankC_1,PctBankC_2,PctBankC_3,BankfullHe,BenchHeigh,BankfullDe,BenchDepth,ChannelInc,Floodplain,InstreamHa,BankAngleA,PctBanksUn,ThalwegDep,ThalwegD_1,PctDry,BankfullWi,WettedWidt,WettedWi_1,Entrenchme,Entrench_1,PctSlope,Sinuosity,HumanInflu,BeaverFlow,BeaverSign,WaterWithd,SideChanne,PhotoLink,CoreSubset,Supplement,GreenlineV,Evaluati_1,RecordID,GlobalID,created_us,created_da,last_edite,last_edi_1,NAMC_Sampl,OBJECTID_1,ECO,LEVEL4_NAM,LEVEL3,LEVEL3_NAM,L3CODE,L3NAME,L2CODE,L2NAME,L1CODE,L1NAME,STATE,EPA_REGION,L4_KEY,L3_KEY,L2_KEY,L1_KEY,SITECLASS,SUM_ACRES,HUC4NAME,BASIN,SQ_MILES,HUC4CODE,DEQ_ADMIN,CLASSTYPE,HUCCODE,RuleID,Shape_STAr,Shape_STLe
1,0,1,QC,ID,Idaho Falls District Office,Challis Field Office,CF-LS-56954_2020-08-09,CF-LS-56954,MORGAN CREEK,23478211,ID17060201SL002_03,,2022,3,8/9/2020,44.661863,-114.227083,0,0,0,0,0,,,,,ID_ChallisFO_BullTroutSteelhead_2017,Bull Trout and Steelhead,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,169,68.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CF-LS-56954_2020-08-09/,No,,No,B383AA8A-59DA-42F7-84DB-994AC0CDEEC9,CF-LS-56954_2020-08-09,{C43C042F-22F6-4003-AFD7-3439E570DF1C},,,,,,722,17ab,Dry Gneissic-Schistose-Volcanic Hills,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ab  Dry Gneissic-Schistose-Volcanic Hills,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,314770.818,Upper Salmon,Salmon,491.829,17060201,IRO,1,17060201,1,1273837404,464691.9618
1,1,2,QC,ID,Idaho Falls District Office,Challis Field Office,CF-SS-47546_2020-08-08,CF-SS-47546,PAHSIMEROI RIVER,23500179,ID17060202SL010_04,,2022,2,8/8/2020,44.481972,-113.816166,0,0,0,0,0,,,,,ID_ChallisFO_BullTroutSteelhead_2017,Bull Trout and Steelhead,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CF-SS-47546_2020-08-08/,No,,No,7C49B225-19CC-4A1F-84A8-A833D1546C64,CF-SS-47546_2020-08-08,{266C3C12-02AA-40C5-9E10-4B6E77BE4CAB},,,,,,708,17aa,Dry Intermontane Sagebrush Valleys,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17aa  Dry Intermontane Sagebrush Valleys,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,PPBV,168928.666,Pahsimeroi,Salmon,263.951,17060202,IRO,3,17060202,3,683632790.9,170200.6989
1,2,3,QC,ID,Idaho Falls District Office,Challis Field Office,CN-RV-13082_2020-09-23,CN-RV-13082,BIG LOST RIVER,23238610,ID17040218SK025_05,,2022,5,9/23/2020,43.976272,-114.062483,0,0,0,0,0,,,,,ID_ChallisFO_NoBullTroutSteelhead_2017,No Bull Trout and Steelhead,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,72,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CN-RV-13082_2020-09-23/,No,,No,014D32DF-D20B-40DA-942D-E2494A78DD01,CN-RV-13082_2020-09-23,{FA6A7BA6-56CE-4B10-BE30-B5B0790396D6},,,,,,721,17ab,Dry Gneissic-Schistose-Volcanic Hills,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ab  Dry Gneissic-Schistose-Volcanic Hills,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,416176.118,Big Lost,Upper Snake,650.275,17040218,IRO,1,17040218,1,1684211731,781036.8988
1,3,4,QC,ID,Coeur d'Alene District Office,Cottonwood Field Office,CTG-SS-1007_2020-08-21,CTG-SS-1007,WHISKEY CREEK,23598195,ID17060305CL060_02,,2022,1,8/21/2020,45.84645,-115.516544,0,0,0,0,0,,,,,ID_CottonwoodFO_Standard_2019,Grazing,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,153,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CTG-SS-1007_2020-08-21/,No,,No,03F9598C-565D-43FB-B750-7600A63B1CFE,CTG-SS-1007_2020-08-21,{CBBFE86A-A974-4854-B10D-1F33455E5747},,,,,,661,16i,South Clearwater Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16i  South Clearwater Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,560563.601,South Fork Clearwater,Clearwater,875.881,17060305,LRO,2,17060305,2,2268529484,318675.0079
1,4,5,QC,ID,Coeur d'Alene District Office,Cottonwood Field Office,CTG-SS-1011_2020-08-20,CTG-SS-1011,NA,23598203,ID17060305CL059_02,,2022,1,8/20/2020,45.851172,-115.48687,0,0,0,0,0,,,,,ID_CottonwoodFO_Standard_2019,Grazing,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,228,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CTG-SS-1011_2020-08-20/,No,,No,DBF00F36-12FF-4715-ADC3-7473D8DA48D5,CTG-SS-1011_2020-08-20,{0BC4A3F7-6434-49A4-8FCE-ED8E22A55587},,,,,,661,16i,South Clearwater Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16i  South Clearwater Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,560563.601,South Fork Clearwater,Clearwater,875.881,17060305,LRO,2,17060305,2,2268529484,318675.0079
1,5,6,QC,ID,Coeur d'Alene District Office,Cottonwood Field Office,CTO-LS-1070_2020-08-23,CTO-LS-1070,HARD CREEK,23569193,ID17060210SL015_03,,2022,3,8/23/2020,45.179074,-116.282328,0,0,0,0,0,,,,,ID_CottonwoodFO_Standard_2019,Other,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,73,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CTO-LS-1070_2020-08-23/,No,,No,6AA3B163-C3EC-4F5E-B983-C1F1DD38A72D,CTO-LS-1070_2020-08-23,{C2323D48-BFC0-49AD-86F4-F1ABD9BC8E77},,,,,,693,16k,Southern Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16k  Southern Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,151484.56,Little Salmon,Salmon,236.695,17060210,BRO/LRO,2,17060210,2,613038714.5,241284.0474
1,6,7,QC,ID,Coeur d'Alene District Office,Cottonwood Field Office,CTO-SS-1077_2020-08-19,CTO-SS-1077,N/A,23599313,ID17060305CL036_02,,2022,1,8/19/2020,45.824079,-115.519118,0,0,0,0,0,,,,,ID_CottonwoodFO_Standard_2019,Other,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,176,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CTO-SS-1077_2020-08-19/,No,,No,CF6E3408-B1F4-4F5E-9C66-2956459B3520,CTO-SS-1077_2020-08-19,{D8AE0822-BF3B-40D6-9261-2570A8989318},,,,,,661,16i,South Clearwater Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16i  South Clearwater Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,560563.601,South Fork Clearwater,Clearwater,875.881,17060305,LRO,2,17060305,2,2268529484,318675.0079
1,7,8,QC,ID,Twin Falls District Office,Jarbidge Field Office,JA-LS-11176_2020-09-09,JA-LS-11176,House Creek,23195980,ID17040213SK005_03,,2022,3,9/9/2020,42.191229,-114.971929,0,0,0,0,0,,,,,ID_JarbidgeFO_Standard_2020,JarbidgeFO,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,578,79.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/JA-LS-11176_2020-09-09/,No,,No,CAD326F7-E3AC-4E70-987A-B1B695EC8024,JA-LS-11176_2020-09-09,{C4810DA1-2B0F-4972-A5E1-B3E8EEC5D87E},,,,,,940,80a,Dissected High Lava Plateau,80,Northern Basin and Range,10.1.3,Northern Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,Idaho,10,80a  Dissected High Lava Plateau,80  Northern Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,PPBV,464503.83,Salmon Falls,Upper Snake,725.787,17040213,TRO,3,17040213,3,1879787829,292552.4804
1,8,9,QC,ID,Twin Falls District Office,Jarbidge Field Office,JA-LS-24232_2020-09-24,JA-LS-24232,EAST FORK JARBIDGE RIVER,23284475,ID17050102SW024_03,,2022,3,9/24/2020,42.043306,-115.382022,0,0,0,0,0,,,,,ID_JarbidgeFO_Standard_2020,JarbidgeFO,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,119,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/JA-LS-24232_2020-09-24/,No,,No,595E8436-D908-4C03-B98A-F6479312131F,JA-LS-24232_2020-09-24,{D61C7751-BD38-4054-8FBB-B9D444C0DB7C},,,,,,939,80a,Dissected High Lava Plateau,80,Northern Basin and Range,10.1.3,Northern Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,Idaho,10,80a  Dissected High Lava Plateau,80  Northern Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,PPBV,1374647.716,Bruneau,Southwest,2147.887,17050102,BRO,3,17050102,3,5563024190,388344.9863
0,9,10,QC,ID,Twin Falls District Office,Jarbidge Field Office,JA-LS-36840_2020-09-23,JA-LS-36840,,,,in Utah,2022,3,9/23/2020,41.978566,-115.412851,0,0,0,0,0,,,,,ID_JarbidgeFO_Standard_2020,JarbidgeFO,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,83,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/JA-LS-36840_2020-09-23/,No,,No,B5239EC6-EE65-4E09-A665-12EA19FD89D8,JA-LS-36840_2020-09-23,{99A328A9-E07B-4B90-BB3E-63CCD7C22D90},,,,,,0,,,,,,,,,,,,0,,,,,,0,,,0,0,,0,,0,0,0
1,10,11,QC,ID,Twin Falls District Office,Jarbidge Field Office,JA-LS-40600_2020-09-25,JA-LS-40600,CLOVER CREEK,23284641,ID17050102SW028_04,,2022,4,9/25/2020,42.281161,-115.256196,0,0,0,0,0,,,,,ID_JarbidgeFO_Standard_2020,JarbidgeFO,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,355,65.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/JA-LS-40600_2020-09-25/,No,,No,044DB631-D7A6-4321-9A90-95ADF2643AA5,JA-LS-40600_2020-09-25,{D4C55525-AC88-4AF5-A72A-BCA953F79668},,,,,,939,80a,Dissected High Lava Plateau,80,Northern Basin and Range,10.1.3,Northern Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,Idaho,10,80a  Dissected High Lava Plateau,80  Northern Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,PPBV,1374647.716,Bruneau,Southwest,2147.887,17050102,BRO,3,17050102,3,5563024190,388344.9863
1,11,12,QC,ID,Twin Falls District Office,Jarbidge Field Office,JA-RV-30568_2020-09-27,JA-RV-30568,SALMON FALLS CREEK,23196134,ID17040213SK009_06,,2022,6,9/27/2020,42.017836,-114.718328,0,0,0,0,0,,,,,ID_JarbidgeFO_Standard_2020,JarbidgeFO,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,180,59.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/JA-RV-30568_2020-09-27/,No,,No,D7AE199F-A7F1-4FF9-B070-8956FB9CA5AF,JA-RV-30568_2020-09-27,{5E4B49AB-F5FC-4642-AD85-79BDE002F798},,,,,,940,80a,Dissected High Lava Plateau,80,Northern Basin and Range,10.1.3,Northern Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,Idaho,10,80a  Dissected High Lava Plateau,80  Northern Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,PPBV,464503.83,Salmon Falls,Upper Snake,725.787,17040213,TRO,3,17040213,3,1879787829,292552.4804
1,12,13,QC,ID,Twin Falls District Office,Jarbidge Field Office,JA-TR-77207_2020-09-26,JA-TR-77207,NA,23196004,ID17040213SK005_02,,2022,2,9/26/2020,42.047088,-114.990884,0,0,0,0,0,,,,Targeted,,NA,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,425,48.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/JA-TR-77207_2020-09-26/,No,,No,FA9D3F87-FC69-4BFE-8ABC-2DAB8829DEEC,JA-TR-77207_2020-09-26,{D2722D42-33B3-496F-85CB-4F939133C821},,,,,,1024,80j,Semiarid Uplands,80,Northern Basin and Range,10.1.3,Northern Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,Idaho,10,80j  Semiarid Uplands,80  Northern Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,PPBV,75557.085,Salmon Falls,Upper Snake,118.058,17040213,TRO,3,17040213,3,305769897.7,73084.94466
1,13,14,QC,ID,Idaho Falls District Office,Pocatello Field Office,PO-LS-1034_2020-08-22,PO-LS-1034,,4470107,ID16010201BR010_02d,,2022,1,8/22/2020,42.389813,-111.481894,0,0,0,0,0,,,,,ID_PocatelloFO_Standard_2019,PocatelloFO,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,369,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-LS-1034_2020-08-22/,No,,No,C4FDAAA4-D42D-4B99-9CF4-63585EFF615C?á?á?á?á?á?á?á?á,PO-LS-1034_2020-08-22,{4CD47927-A130-4AC9-A40D-BF0273C97019},,,,,,1095,19f,Semiarid Foothills,19,Wasatch and Uinta Mountains,6.2.13,Wasatch and Uinta Mountains,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,19f  Semiarid Foothills,19  Wasatch and Uinta Mountains,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,174913.656,Bear Lake,Bear River,273.303,16010201,PRO,2,16010201,2,707853285.4,201627.6955
